date,time,no2Value,longitude,latitude,regionName
06-11-2021,07:05:16,9.28E-05,77.0684,28.7196,North-West
07-11-2021,06:46:09,9.60E-05,77.0684,28.7196,North-West
08-11-2021,06:27:01,1.68E-04,77.0684,28.7196,North-West
08-11-2021,08:08:31,8.80E-05,77.0684,28.7196,North-West
09-11-2021,07:49:24,1.17E-04,77.0684,28.7196,North-West
10-11-2021,07:30:17,1.90E-04,77.0684,28.7196,North-West
11-11-2021,07:11:11,1.10E-04,77.0684,28.7196,North-West
12-11-2021,06:52:04,1.01E-04,77.0684,28.7196,North-West
13-11-2021,06:32:57,1.46E-04,77.0684,28.7196,North-West
13-11-2021,08:14:28,1.33E-04,77.0684,28.7196,North-West
14-11-2021,07:55:21,1.53E-04,77.0684,28.7196,North-West
15-11-2021,07:36:13,2.66E-04,77.0684,28.7196,North-West
16-11-2021,07:17:07,1.48E-04,77.0684,28.7196,North-West
17-11-2021,06:58:02,2.69E-04,77.0684,28.7196,North-West
18-11-2021,06:38:56,4.54E-04,77.0684,28.7196,North-West
19-11-2021,08:01:19,1.07E-04,77.0684,28.7196,North-West
20-11-2021,07:42:14,1.81E-04,77.0684,28.7196,North-West
21-11-2021,07:23:08,8.91E-05,77.0684,28.7196,North-West
22-11-2021,07:04:02,1.15E-04,77.0684,28.7196,North-West
23-11-2021,06:44:57,1.73E-04,77.0684,28.7196,North-West
24-11-2021,06:25:52,9.05E-04,77.0684,28.7196,North-West
24-11-2021,08:07:21,3.78E-04,77.0684,28.7196,North-West
25-11-2021,07:48:16,4.07E-04,77.0684,28.7196,North-West
26-11-2021,07:29:11,2.36E-04,77.0684,28.7196,North-West
27-11-2021,07:10:06,4.56E-04,77.0684,28.7196,North-West
28-11-2021,06:51:01,3.10E-04,77.0684,28.7196,North-West
29-11-2021,06:31:58,1.14E-04,77.0684,28.7196,North-West
29-11-2021,08:13:27,9.31E-05,77.0684,28.7196,North-West
30-11-2021,07:54:23,1.42E-04,77.0684,28.7196,North-West
03-12-2021,06:57:10,1.33E-04,77.0684,28.7196,North-West
04-12-2021,06:38:07,1.61E-04,77.0684,28.7196,North-West
05-12-2021,08:00:33,2.10E-04,77.0684,28.7196,North-West
06-12-2021,07:41:29,1.31E-04,77.0684,28.7196,North-West
07-12-2021,07:22:26,8.79E-05,77.0684,28.7196,North-West
08-12-2021,07:03:22,1.18E-04,77.0684,28.7196,North-West
09-12-2021,06:44:19,1.50E-04,77.0684,28.7196,North-West
10-12-2021,06:25:17,1.18E-04,77.0684,28.7196,North-West
10-12-2021,08:06:47,1.22E-04,77.0684,28.7196,North-West
11-12-2021,07:47:43,1.12E-04,77.0684,28.7196,North-West
12-12-2021,07:28:41,1.61E-04,77.0684,28.7196,North-West
13-12-2021,07:09:38,3.20E-04,77.0684,28.7196,North-West
14-12-2021,06:50:35,3.90E-04,77.0684,28.7196,North-West
15-12-2021,06:31:33,1.35E-04,77.0684,28.7196,North-West
15-12-2021,08:13:03,1.08E-04,77.0684,28.7196,North-West
16-12-2021,07:54:01,1.49E-04,77.0684,28.7196,North-West
17-12-2021,07:34:59,9.55E-05,77.0684,28.7196,North-West
18-12-2021,07:15:57,9.04E-05,77.0684,28.7196,North-West
19-12-2021,06:56:55,1.08E-04,77.0684,28.7196,North-West
20-12-2021,06:37:53,1.81E-04,77.0684,28.7196,North-West
21-12-2021,08:00:21,1.39E-04,77.0684,28.7196,North-West
22-12-2021,07:41:21,2.23E-04,77.0684,28.7196,North-West
23-12-2021,07:22:19,3.54E-04,77.0684,28.7196,North-West
24-12-2021,07:03:18,5.31E-04,77.0684,28.7196,North-West
25-12-2021,06:44:17,9.31E-04,77.0684,28.7196,North-West
26-12-2021,08:06:46,3.61E-04,77.0684,28.7196,North-West
27-12-2021,07:47:45,1.65E-04,77.0684,28.7196,North-West
28-12-2021,07:28:45,1.56E-04,77.0684,28.7196,North-West
29-12-2021,07:09:45,1.23E-04,77.0684,28.7196,North-West
30-12-2021,06:50:44,1.43E-04,77.0684,28.7196,North-West
01-01-2021,06:56:40,0.001929873,77.0684,28.6581,West
06-01-2021,07:03:11,1.94E-04,77.0684,28.6581,West
07-01-2021,06:44:11,2.24E-04,77.0684,28.6581,West
08-01-2021,06:25:12,2.24E-04,77.0684,28.6581,West
08-01-2021,08:06:41,1.56E-04,77.0684,28.6581,West
09-01-2021,07:47:42,1.22E-04,77.0684,28.6581,West
10-01-2021,07:28:43,1.38E-04,77.0684,28.6581,West
11-01-2021,07:09:44,1.12E-04,77.0684,28.6581,West
12-01-2021,06:50:45,2.16E-04,77.0684,28.6581,West
13-01-2021,06:31:45,1.59E-04,77.0684,28.6581,West
13-01-2021,08:13:15,1.54E-04,77.0684,28.6581,West
14-01-2021,07:54:17,7.35E-04,77.0684,28.6581,West
15-01-2021,07:35:18,9.68E-04,77.0684,28.6581,West
16-01-2021,07:16:21,3.19E-04,77.0684,28.6581,West
17-01-2021,06:57:22,2.20E-04,77.0684,28.6581,West
18-01-2021,06:38:24,2.94E-04,77.0684,28.6581,West
19-01-2021,08:00:56,1.64E-04,77.0684,28.6581,West
20-01-2021,07:41:58,1.78E-04,77.0684,28.6581,West
21-01-2021,07:23:00,1.39E-04,77.0684,28.6581,West
22-01-2021,07:04:02,6.26E-04,77.0684,28.6581,West
23-01-2021,06:45:04,4.04E-04,77.0684,28.6581,West
24-01-2021,06:26:06,8.73E-05,77.0684,28.6581,West
24-01-2021,08:07:37,9.51E-05,77.0684,28.6581,West
25-01-2021,07:48:39,1.60E-04,77.0684,28.6581,West
26-01-2021,07:29:42,1.39E-04,77.0684,28.6581,West
27-01-2021,07:10:44,1.53E-04,77.0684,28.6581,West
28-01-2021,06:51:47,6.39E-04,77.0684,28.6581,West
29-01-2021,06:32:50,2.09E-04,77.0684,28.6581,West
29-01-2021,08:14:20,9.66E-05,77.0684,28.6581,West
30-01-2021,07:55:23,1.73E-04,77.0684,28.6581,West
31-01-2021,07:36:27,1.94E-04,77.0684,28.6581,West
01-02-2021,07:17:30,2.61E-04,77.0684,28.6581,West
02-02-2021,06:58:33,2.47E-04,77.0684,28.6581,West
03-02-2021,06:39:36,2.91E-04,77.0684,28.6581,West
04-02-2021,08:02:10,1.45E-04,77.0684,28.6581,West
05-02-2021,07:43:13,1.68E-04,77.0684,28.6581,West
06-02-2021,07:24:16,1.17E-04,77.0684,28.6581,West
07-02-2021,07:05:20,1.43E-04,77.0684,28.6581,West
08-02-2021,06:46:23,2.62E-04,77.0684,28.6581,West
09-02-2021,06:27:28,2.91E-04,77.0684,28.6581,West
09-02-2021,08:08:58,1.37E-04,77.0684,28.6581,West
10-02-2021,07:50:02,1.66E-04,77.0684,28.6581,West
11-02-2021,07:31:05,1.25E-04,77.0684,28.6581,West
12-02-2021,07:12:10,2.34E-04,77.0684,28.6581,West
13-02-2021,06:53:13,4.40E-04,77.0684,28.6581,West
14-02-2021,06:34:18,3.10E-04,77.0684,28.6581,West
14-02-2021,08:15:48,1.34E-04,77.0684,28.6581,West
15-02-2021,07:56:52,1.77E-04,77.0684,28.6581,West
16-02-2021,07:37:56,6.36E-04,77.0684,28.6581,West
17-02-2021,07:19:01,1.50E-04,77.0684,28.6581,West
18-02-2021,07:00:04,6.06E-04,77.0684,28.6581,West
19-02-2021,06:41:09,1.85E-04,77.0684,28.6581,West
20-02-2021,08:03:44,1.60E-04,77.0684,28.6581,West
21-02-2021,07:44:48,1.29E-04,77.0684,28.6581,West
22-02-2021,07:25:53,1.00E-04,77.0684,28.6581,West
23-02-2021,07:06:57,1.51E-04,77.0684,28.6581,West
24-02-2021,06:48:02,1.29E-04,77.0684,28.6581,West
25-02-2021,06:29:07,1.44E-04,77.0684,28.6581,West
25-02-2021,08:10:37,1.22E-04,77.0684,28.6581,West
26-02-2021,07:51:42,1.03E-04,77.0684,28.6581,West
27-02-2021,07:32:47,1.09E-04,77.0684,28.6581,West
28-02-2021,07:13:51,1.94E-04,77.0684,28.6581,West
01-03-2021,06:54:56,1.12E-04,77.0684,28.6581,West
02-03-2021,06:36:00,1.04E-04,77.0684,28.6581,West
02-03-2021,08:17:31,1.00E-04,77.0684,28.6581,West
03-03-2021,07:58:36,1.12E-04,77.0684,28.6581,West
04-03-2021,07:39:41,2.06E-04,77.0684,28.6581,West
05-03-2021,07:20:46,1.04E-04,77.0684,28.6581,West
06-03-2021,07:01:50,1.42E-04,77.0684,28.6581,West
07-03-2021,06:42:56,2.39E-04,77.0684,28.6581,West
08-03-2021,08:05:32,2.15E-04,77.0684,28.6581,West
09-03-2021,07:46:37,1.81E-04,77.0684,28.6581,West
10-03-2021,07:27:41,2.72E-04,77.0684,28.6581,West
11-03-2021,07:08:47,4.42E-04,77.0684,28.6581,West
12-03-2021,06:49:51,1.91E-04,77.0684,28.6581,West
13-03-2021,06:30:57,1.66E-04,77.0684,28.6581,West
13-03-2021,08:12:27,1.47E-04,77.0684,28.6581,West
14-03-2021,07:53:32,1.16E-04,77.0684,28.6581,West
15-03-2021,07:34:37,1.16E-04,77.0684,28.6581,West
16-03-2021,07:15:42,1.32E-04,77.0684,28.6581,West
17-03-2021,06:56:48,1.67E-04,77.0684,28.6581,West
18-03-2021,06:37:52,2.00E-04,77.0684,28.6581,West
18-03-2021,08:19:23,1.41E-04,77.0684,28.6581,West
19-03-2021,08:00:28,9.65E-05,77.0684,28.6581,West
20-03-2021,07:41:33,1.45E-04,77.0684,28.6581,West
21-03-2021,07:22:37,1.34E-04,77.0684,28.6581,West
22-03-2021,07:03:43,1.41E-04,77.0684,28.6581,West
23-03-2021,06:44:48,8.86E-05,77.0684,28.6581,West
24-03-2021,08:07:24,1.32E-04,77.0684,28.6581,West
25-03-2021,07:48:29,1.09E-04,77.0684,28.6581,West
26-03-2021,07:29:34,1.38E-04,77.0684,28.6581,West
27-03-2021,07:10:38,1.36E-04,77.0684,28.6581,West
28-03-2021,06:51:44,1.45E-04,77.0684,28.6581,West
29-03-2021,08:14:20,1.05E-04,77.0684,28.6581,West
30-03-2021,07:55:24,8.63E-05,77.0684,28.6581,West
31-03-2021,07:36:29,1.05E-04,77.0684,28.6581,West
01-04-2021,07:17:34,1.13E-04,77.0684,28.6581,West
02-04-2021,06:58:38,1.21E-04,77.0684,28.6581,West
03-04-2021,06:39:43,1.75E-04,77.0684,28.6581,West
03-04-2021,08:21:14,1.56E-04,77.0684,28.6581,West
04-04-2021,08:02:19,1.21E-04,77.0684,28.6581,West
05-04-2021,07:43:24,1.92E-04,77.0684,28.6581,West
06-04-2021,07:24:28,2.48E-04,77.0684,28.6581,West
07-04-2021,07:05:33,1.91E-04,77.0684,28.6581,West
08-04-2021,06:46:37,1.25E-04,77.0684,28.6581,West
09-04-2021,08:09:12,1.23E-04,77.0684,28.6581,West
10-04-2021,07:50:17,1.20E-04,77.0684,28.6581,West
11-04-2021,07:31:21,1.25E-04,77.0684,28.6581,West
12-04-2021,07:12:26,1.66E-04,77.0684,28.6581,West
14-04-2021,08:16:04,1.10E-04,77.0684,28.6581,West
15-04-2021,07:57:10,1.37E-04,77.0684,28.6581,West
16-04-2021,07:38:13,1.78E-04,77.0684,28.6581,West
17-04-2021,07:19:18,1.29E-04,77.0684,28.6581,West
18-04-2021,07:00:22,1.22E-04,77.0684,28.6581,West
19-04-2021,06:41:26,1.22E-04,77.0684,28.6581,West
19-04-2021,08:22:56,1.10E-04,77.0684,28.6581,West
21-04-2021,07:45:04,1.16E-04,77.0684,28.6581,West
22-04-2021,07:26:08,1.56E-04,77.0684,28.6581,West
23-04-2021,07:07:11,1.51E-04,77.0684,28.6581,West
24-04-2021,06:48:15,1.15E-04,77.0684,28.6581,West
25-04-2021,08:10:49,1.23E-04,77.0684,28.6581,West
26-04-2021,07:51:52,1.51E-04,77.0684,28.6581,West
27-04-2021,07:32:55,1.33E-04,77.0684,28.6581,West
28-04-2021,07:13:59,1.52E-04,77.0684,28.6581,West
29-04-2021,06:55:03,1.52E-04,77.0684,28.6581,West
30-04-2021,06:36:06,1.12E-04,77.0684,28.6581,West
30-04-2021,08:17:36,1.41E-04,77.0684,28.6581,West
01-05-2021,07:58:39,1.65E-04,77.0684,28.6581,West
02-05-2021,07:39:42,9.66E-05,77.0684,28.6581,West
03-05-2021,07:20:45,1.20E-04,77.0684,28.6581,West
05-05-2021,06:42:51,1.55E-04,77.0684,28.6581,West
05-05-2021,08:24:20,1.51E-04,77.0684,28.6581,West
06-05-2021,08:05:23,1.39E-04,77.0684,28.6581,West
07-05-2021,07:46:26,1.65E-04,77.0684,28.6581,West
08-05-2021,07:27:28,1.60E-04,77.0684,28.6581,West
09-05-2021,07:08:31,2.01E-04,77.0684,28.6581,West
10-05-2021,06:49:32,7.28E-05,77.0684,28.6581,West
11-05-2021,08:12:05,1.45E-04,77.0684,28.6581,West
12-05-2021,07:53:07,1.08E-04,77.0684,28.6581,West
13-05-2021,07:34:09,1.56E-04,77.0684,28.6581,West
14-05-2021,07:15:11,1.62E-04,77.0684,28.6581,West
15-05-2021,06:56:13,1.46E-04,77.0684,28.6581,West
16-05-2021,08:18:44,1.05E-04,77.0684,28.6581,West
20-05-2021,07:02:49,1.21E-04,77.0684,28.6581,West
21-05-2021,08:25:21,1.26E-04,77.0684,28.6581,West
22-05-2021,08:06:21,1.12E-04,77.0684,28.6581,West
23-05-2021,07:47:23,1.14E-04,77.0684,28.6581,West
24-05-2021,07:28:23,1.08E-04,77.0684,28.6581,West
25-05-2021,07:09:24,1.30E-04,77.0684,28.6581,West
26-05-2021,06:50:24,1.34E-04,77.0684,28.6581,West
27-05-2021,08:12:55,1.28E-04,77.0684,28.6581,West
28-05-2021,07:53:55,1.31E-04,77.0684,28.6581,West
29-05-2021,07:34:55,1.30E-04,77.0684,28.6581,West
30-05-2021,07:15:56,1.20E-04,77.0684,28.6581,West
31-05-2021,06:56:55,1.24E-04,77.0684,28.6581,West
01-06-2021,06:37:55,7.93E-05,77.0684,28.6581,West
01-06-2021,08:19:25,7.95E-05,77.0684,28.6581,West
02-06-2021,08:00:24,1.14E-04,77.0684,28.6581,West
03-06-2021,07:41:24,1.78E-04,77.0684,28.6581,West
04-06-2021,07:22:23,2.19E-04,77.0684,28.6581,West
05-06-2021,07:03:23,1.64E-04,77.0684,28.6581,West
06-06-2021,06:44:22,1.23E-04,77.0684,28.6581,West
06-06-2021,08:25:51,1.33E-04,77.0684,28.6581,West
07-06-2021,08:06:51,1.25E-04,77.0684,28.6581,West
08-06-2021,07:47:50,1.04E-04,77.0684,28.6581,West
09-06-2021,07:28:49,1.06E-04,77.0684,28.6581,West
10-06-2021,07:09:47,1.70E-04,77.0684,28.6581,West
11-06-2021,06:50:46,1.48E-04,77.0684,28.6581,West
12-06-2021,08:13:14,1.20E-04,77.0684,28.6581,West
13-06-2021,07:54:12,1.14E-04,77.0684,28.6581,West
14-06-2021,07:35:11,1.30E-04,77.0684,28.6581,West
15-06-2021,07:16:09,1.28E-04,77.0684,28.6581,West
16-06-2021,06:57:07,1.95E-04,77.0684,28.6581,West
17-06-2021,06:38:04,1.21E-04,77.0684,28.6581,West
17-06-2021,08:19:34,1.36E-04,77.0684,28.6581,West
18-06-2021,08:00:33,1.63E-04,77.0684,28.6581,West
19-06-2021,07:41:30,1.21E-04,77.0684,28.6581,West
20-06-2021,07:22:28,1.48E-04,77.0684,28.6581,West
21-06-2021,07:03:25,1.75E-04,77.0684,28.6581,West
22-06-2021,06:44:22,1.28E-04,77.0684,28.6581,West
22-06-2021,08:25:51,1.10E-04,77.0684,28.6581,West
23-06-2021,08:06:50,1.66E-04,77.0684,28.6581,West
24-06-2021,07:47:47,1.88E-04,77.0684,28.6581,West
25-06-2021,07:28:44,1.43E-04,77.0684,28.6581,West
26-06-2021,07:09:42,1.74E-04,77.0684,28.6581,West
27-06-2021,06:50:40,2.13E-04,77.0684,28.6581,West
28-06-2021,08:13:07,1.51E-04,77.0684,28.6581,West
29-06-2021,07:54:05,1.42E-04,77.0684,28.6581,West
30-06-2021,07:35:01,1.29E-04,77.0684,28.6581,West
01-07-2021,07:16:00,1.22E-04,77.0684,28.6581,West
02-07-2021,06:56:56,1.28E-04,77.0684,28.6581,West
03-07-2021,06:37:53,1.36E-04,77.0684,28.6581,West
03-07-2021,08:19:23,1.27E-04,77.0684,28.6581,West
04-07-2021,08:00:20,1.53E-04,77.0684,28.6581,West
05-07-2021,07:41:17,1.54E-04,77.0684,28.6581,West
06-07-2021,07:22:14,1.57E-04,77.0684,28.6581,West
07-07-2021,07:03:10,1.32E-04,77.0684,28.6581,West
08-07-2021,06:44:06,1.31E-04,77.0684,28.6581,West
08-07-2021,08:25:35,1.35E-04,77.0684,28.6581,West
09-07-2021,08:06:33,2.19E-04,77.0684,28.6581,West
10-07-2021,07:47:29,2.07E-04,77.0684,28.6581,West
11-07-2021,07:28:25,1.38E-04,77.0684,28.6581,West
12-07-2021,07:09:21,1.38E-04,77.0684,28.6581,West
13-07-2021,06:50:17,1.06E-04,77.0684,28.6581,West
15-07-2021,07:53:38,1.71E-04,77.0684,28.6581,West
16-07-2021,07:34:33,1.64E-04,77.0684,28.6581,West
18-07-2021,06:56:25,1.84E-04,77.0684,28.6581,West
20-07-2021,07:59:45,1.32E-04,77.0684,28.6581,West
21-07-2021,07:40:40,1.18E-04,77.0684,28.6581,West
22-07-2021,07:21:35,1.23E-04,77.0684,28.6581,West
23-07-2021,07:02:30,1.38E-04,77.0684,28.6581,West
24-07-2021,06:43:25,1.73E-04,77.0684,28.6581,West
24-07-2021,08:24:56,8.71E-05,77.0684,28.6581,West
26-07-2021,07:46:45,1.35E-04,77.0684,28.6581,West
27-07-2021,07:27:39,9.88E-05,77.0684,28.6581,West
29-07-2021,06:49:29,1.44E-04,77.0684,28.6581,West
30-07-2021,08:11:52,1.38E-04,77.0684,28.6581,West
31-07-2021,07:52:47,1.30E-04,77.0684,28.6581,West
01-08-2021,07:33:41,4.84E-05,77.0684,28.6581,West
02-08-2021,07:14:36,1.35E-04,77.0684,28.6581,West
03-08-2021,06:55:29,9.23E-05,77.0684,28.6581,West
04-08-2021,06:36:23,1.24E-04,77.0684,28.6581,West
04-08-2021,08:17:53,1.13E-04,77.0684,28.6581,West
05-08-2021,07:58:47,1.20E-04,77.0684,28.6581,West
06-08-2021,07:39:40,1.48E-04,77.0684,28.6581,West
07-08-2021,07:20:35,1.28E-04,77.0684,28.6581,West
09-08-2021,06:42:22,1.63E-04,77.0684,28.6581,West
09-08-2021,08:23:52,1.14E-04,77.0684,28.6581,West
10-08-2021,08:04:45,1.12E-04,77.0684,28.6581,West
12-08-2021,07:26:33,1.09E-04,77.0684,28.6581,West
14-08-2021,06:48:19,1.12E-04,77.0684,28.6581,West
15-08-2021,08:10:41,1.04E-04,77.0684,28.6581,West
16-08-2021,07:51:35,1.16E-04,77.0684,28.6581,West
17-08-2021,07:32:29,1.15E-04,77.0684,28.6581,West
18-08-2021,07:13:22,1.25E-04,77.0684,28.6581,West
19-08-2021,06:54:15,1.54E-04,77.0684,28.6581,West
21-08-2021,07:57:30,1.06E-04,77.0684,28.6581,West
22-08-2021,07:38:23,1.13E-04,77.0684,28.6581,West
23-08-2021,07:19:15,1.53E-04,77.0684,28.6581,West
24-08-2021,07:00:08,1.24E-04,77.0684,28.6581,West
25-08-2021,06:41:01,9.98E-05,77.0684,28.6581,West
25-08-2021,08:22:31,8.44E-05,77.0684,28.6581,West
26-08-2021,08:03:23,9.65E-05,77.0684,28.6581,West
27-08-2021,07:44:16,1.20E-04,77.0684,28.6581,West
28-08-2021,07:25:08,1.56E-04,77.0684,28.6581,West
29-08-2021,07:06:01,2.02E-04,77.0684,28.6581,West
30-08-2021,06:46:54,1.18E-04,77.0684,28.6581,West
31-08-2021,08:09:15,8.22E-05,77.0684,28.6581,West
01-09-2021,07:50:07,7.19E-05,77.0684,28.6581,West
02-09-2021,07:31:00,1.73E-04,77.0684,28.6581,West
03-09-2021,07:11:52,2.03E-04,77.0684,28.6581,West
04-09-2021,06:52:45,1.66E-04,77.0684,28.6581,West
05-09-2021,06:33:36,1.39E-04,77.0684,28.6581,West
05-09-2021,08:15:06,1.01E-04,77.0684,28.6581,West
06-09-2021,07:55:58,1.59E-04,77.0684,28.6581,West
07-09-2021,07:36:50,1.29E-04,77.0684,28.6581,West
08-09-2021,07:17:42,1.32E-04,77.0684,28.6581,West
09-09-2021,06:58:34,1.35E-04,77.0684,28.6581,West
10-09-2021,06:39:26,1.26E-04,77.0684,28.6581,West
10-09-2021,08:20:56,1.11E-04,77.0684,28.6581,West
12-09-2021,07:42:40,1.59E-04,77.0684,28.6581,West
14-09-2021,07:04:22,1.14E-04,77.0684,28.6581,West
15-09-2021,06:45:14,1.37E-04,77.0684,28.6581,West
17-09-2021,07:48:28,8.07E-05,77.0684,28.6581,West
18-09-2021,07:29:20,1.30E-04,77.0684,28.6581,West
19-09-2021,07:10:11,1.80E-04,77.0684,28.6581,West
20-09-2021,06:51:02,1.57E-04,77.0684,28.6581,West
21-09-2021,06:31:53,1.58E-04,77.0684,28.6581,West
21-09-2021,08:13:23,1.09E-04,77.0684,28.6581,West
22-09-2021,07:54:15,1.52E-04,77.0684,28.6581,West
23-09-2021,07:35:07,1.18E-04,77.0684,28.6581,West
24-09-2021,07:15:58,1.12E-04,77.0684,28.6581,West
25-09-2021,06:56:51,1.91E-04,77.0684,28.6581,West
26-09-2021,06:37:42,1.58E-04,77.0684,28.6581,West
26-09-2021,08:19:12,1.49E-04,77.0684,28.6581,West
27-09-2021,08:00:04,2.14E-04,77.0684,28.6581,West
28-09-2021,07:40:56,1.82E-04,77.0684,28.6581,West
29-09-2021,07:21:48,1.68E-04,77.0684,28.6581,West
30-09-2021,07:02:40,2.17E-04,77.0684,28.6581,West
01-10-2021,06:43:32,2.42E-04,77.0684,28.6581,West
02-10-2021,08:05:53,1.31E-04,77.0684,28.6581,West
03-10-2021,07:46:46,1.07E-04,77.0684,28.6581,West
04-10-2021,07:27:37,1.65E-04,77.0684,28.6581,West
05-10-2021,07:08:28,3.30E-04,77.0684,28.6581,West
06-10-2021,06:49:21,1.96E-04,77.0684,28.6581,West
07-10-2021,06:30:13,1.72E-04,77.0684,28.6581,West
07-10-2021,08:11:42,1.21E-04,77.0684,28.6581,West
08-10-2021,07:52:33,1.38E-04,77.0684,28.6581,West
09-10-2021,07:33:26,1.34E-04,77.0684,28.6581,West
10-10-2021,07:14:18,1.36E-04,77.0684,28.6581,West
11-10-2021,06:55:10,2.16E-04,77.0684,28.6581,West
12-10-2021,06:36:01,1.70E-04,77.0684,28.6581,West
12-10-2021,08:17:30,1.36E-04,77.0684,28.6581,West
13-10-2021,07:58:23,1.48E-04,77.0684,28.6581,West
14-10-2021,07:39:14,1.47E-04,77.0684,28.6581,West
15-10-2021,07:20:07,1.70E-04,77.0684,28.6581,West
16-10-2021,07:00:59,4.49E-04,77.0684,28.6581,West
17-10-2021,06:41:50,9.23E-05,77.0684,28.6581,West
19-10-2021,07:45:04,1.21E-04,77.0684,28.6581,West
20-10-2021,07:25:56,1.53E-04,77.0684,28.6581,West
21-10-2021,07:06:48,1.57E-04,77.0684,28.6581,West
22-10-2021,06:47:40,1.46E-04,77.0684,28.6581,West
23-10-2021,06:28:32,2.86E-04,77.0684,28.6581,West
23-10-2021,08:10:02,2.66E-04,77.0684,28.6581,West
24-10-2021,07:50:54,1.77E-04,77.0684,28.6581,West
25-10-2021,07:31:46,1.28E-04,77.0684,28.6581,West
26-10-2021,07:12:38,1.59E-04,77.0684,28.6581,West
27-10-2021,06:53:31,1.89E-04,77.0684,28.6581,West
28-10-2021,06:34:23,2.23E-04,77.0684,28.6581,West
28-10-2021,08:15:52,1.27E-04,77.0684,28.6581,West
29-10-2021,07:56:45,1.58E-04,77.0684,28.6581,West
30-10-2021,07:37:38,1.51E-04,77.0684,28.6581,West
31-10-2021,07:18:30,1.48E-04,77.0684,28.6581,West
01-11-2021,06:59:22,2.87E-04,77.0684,28.6581,West
02-11-2021,06:40:14,2.61E-04,77.0684,28.6581,West
03-11-2021,08:02:37,2.15E-04,77.0684,28.6581,West
04-11-2021,07:43:30,1.00E-04,77.0684,28.6581,West
06-11-2021,07:05:16,9.58E-05,77.0684,28.6581,West
07-11-2021,06:46:09,1.22E-04,77.0684,28.6581,West
08-11-2021,06:27:01,2.02E-04,77.0684,28.6581,West
08-11-2021,08:08:31,1.06E-04,77.0684,28.6581,West
09-11-2021,07:49:24,1.45E-04,77.0684,28.6581,West
10-11-2021,07:30:17,1.87E-04,77.0684,28.6581,West
11-11-2021,07:11:11,1.22E-04,77.0684,28.6581,West
12-11-2021,06:52:04,1.03E-04,77.0684,28.6581,West
13-11-2021,06:32:57,1.50E-04,77.0684,28.6581,West
13-11-2021,08:14:28,1.40E-04,77.0684,28.6581,West
14-11-2021,07:55:21,1.57E-04,77.0684,28.6581,West
15-11-2021,07:36:13,2.66E-04,77.0684,28.6581,West
16-11-2021,07:17:07,1.55E-04,77.0684,28.6581,West
17-11-2021,06:58:02,5.94E-04,77.0684,28.6581,West
18-11-2021,06:38:56,5.75E-04,77.0684,28.6581,West
19-11-2021,08:01:19,1.48E-04,77.0684,28.6581,West
20-11-2021,07:42:14,2.31E-04,77.0684,28.6581,West
21-11-2021,07:23:08,1.06E-04,77.0684,28.6581,West
22-11-2021,07:04:02,1.17E-04,77.0684,28.6581,West
23-11-2021,06:44:57,1.67E-04,77.0684,28.6581,West
24-11-2021,06:25:52,8.32E-04,77.0684,28.6581,West
24-11-2021,08:07:21,2.90E-04,77.0684,28.6581,West
25-11-2021,07:48:16,3.74E-04,77.0684,28.6581,West
26-11-2021,07:29:11,3.49E-04,77.0684,28.6581,West
27-11-2021,07:10:06,4.76E-04,77.0684,28.6581,West
28-11-2021,06:51:01,2.72E-04,77.0684,28.6581,West
29-11-2021,06:31:58,1.51E-04,77.0684,28.6581,West
29-11-2021,08:13:27,9.33E-05,77.0684,28.6581,West
30-11-2021,07:54:23,1.69E-04,77.0684,28.6581,West
03-12-2021,06:57:10,1.64E-04,77.0684,28.6581,West
04-12-2021,06:38:07,1.90E-04,77.0684,28.6581,West
05-12-2021,08:00:33,1.84E-04,77.0684,28.6581,West
06-12-2021,07:41:29,1.31E-04,77.0684,28.6581,West
07-12-2021,07:22:26,1.01E-04,77.0684,28.6581,West
08-12-2021,07:03:22,1.37E-04,77.0684,28.6581,West
09-12-2021,06:44:19,1.66E-04,77.0684,28.6581,West
10-12-2021,06:25:17,1.40E-04,77.0684,28.6581,West
10-12-2021,08:06:47,1.43E-04,77.0684,28.6581,West
11-12-2021,07:47:43,1.24E-04,77.0684,28.6581,West
12-12-2021,07:28:41,1.60E-04,77.0684,28.6581,West
13-12-2021,07:09:38,2.61E-04,77.0684,28.6581,West
14-12-2021,06:50:35,3.21E-04,77.0684,28.6581,West
15-12-2021,06:31:33,1.43E-04,77.0684,28.6581,West
15-12-2021,08:13:03,1.21E-04,77.0684,28.6581,West
16-12-2021,07:54:01,1.84E-04,77.0684,28.6581,West
17-12-2021,07:34:59,1.08E-04,77.0684,28.6581,West
18-12-2021,07:15:57,1.13E-04,77.0684,28.6581,West
19-12-2021,06:56:55,1.46E-04,77.0684,28.6581,West
20-12-2021,06:37:53,2.36E-04,77.0684,28.6581,West
21-12-2021,08:00:21,1.75E-04,77.0684,28.6581,West
22-12-2021,07:41:21,2.41E-04,77.0684,28.6581,West
23-12-2021,07:22:19,2.91E-04,77.0684,28.6581,West
24-12-2021,07:03:18,5.18E-04,77.0684,28.6581,West
25-12-2021,06:44:17,5.14E-04,77.0684,28.6581,West
26-12-2021,08:06:46,2.71E-04,77.0684,28.6581,West
27-12-2021,07:47:45,2.40E-04,77.0684,28.6581,West
29-12-2021,07:09:45,1.14E-04,77.0684,28.6581,West
