date,time,no2Value,longitude,latitude,regionName
30-09-2020,07:46:56,9.24E-05,77.125,28.775,North
01-10-2020,07:27:47,9.49E-05,77.125,28.775,North
02-10-2020,07:08:39,1.09E-04,77.125,28.775,North
03-10-2020,06:49:30,1.13E-04,77.125,28.775,North
04-10-2020,06:30:22,1.09E-04,77.125,28.775,North
04-10-2020,08:11:52,1.03E-04,77.125,28.775,North
05-10-2020,07:52:43,9.47E-05,77.125,28.775,North
06-10-2020,07:33:34,1.03E-04,77.125,28.775,North
07-10-2020,07:14:26,1.24E-04,77.125,28.775,North
08-10-2020,06:55:17,1.19E-04,77.125,28.775,North
09-10-2020,06:36:09,1.06E-04,77.125,28.775,North
09-10-2020,08:17:39,1.16E-04,77.125,28.775,North
10-10-2020,07:58:29,1.06E-04,77.125,28.775,North
11-10-2020,07:39:21,1.05E-04,77.125,28.775,North
12-10-2020,07:20:14,1.34E-04,77.125,28.775,North
13-10-2020,07:01:06,2.50E-04,77.125,28.775,North
14-10-2020,06:41:58,2.43E-04,77.125,28.775,North
15-10-2020,08:04:19,1.24E-04,77.125,28.775,North
16-10-2020,07:45:11,1.41E-04,77.125,28.775,North
17-10-2020,07:26:02,1.15E-04,77.125,28.775,North
18-10-2020,07:06:53,1.15E-04,77.125,28.775,North
19-10-2020,06:47:46,1.07E-04,77.125,28.775,North
20-10-2020,06:28:38,1.11E-04,77.125,28.775,North
20-10-2020,08:10:07,1.05E-04,77.125,28.775,North
21-10-2020,07:50:59,1.18E-04,77.125,28.775,North
22-10-2020,07:31:50,2.54E-04,77.125,28.775,North
23-10-2020,07:12:42,1.45E-04,77.125,28.775,North
24-10-2020,06:53:34,1.10E-04,77.125,28.775,North
25-10-2020,06:34:26,1.15E-04,77.125,28.775,North
25-10-2020,08:15:57,9.52E-05,77.125,28.775,North
26-10-2020,07:56:49,8.07E-05,77.125,28.775,North
27-10-2020,07:37:41,1.06E-04,77.125,28.775,North
28-10-2020,07:18:32,1.35E-04,77.125,28.775,North
29-10-2020,06:59:26,3.21E-04,77.125,28.775,North
30-10-2020,06:40:18,1.31E-04,77.125,28.775,North
31-10-2020,08:02:40,9.49E-05,77.125,28.775,North
01-11-2020,07:43:31,1.02E-04,77.125,28.775,North
02-11-2020,07:24:24,1.02E-04,77.125,28.775,North
03-11-2020,07:05:17,2.24E-04,77.125,28.775,North
04-11-2020,06:46:10,7.72E-05,77.125,28.775,North
05-11-2020,06:27:02,8.43E-05,77.125,28.775,North
05-11-2020,08:08:31,8.94E-05,77.125,28.775,North
06-11-2020,07:49:24,7.96E-05,77.125,28.775,North
07-11-2020,07:30:17,9.84E-05,77.125,28.775,North
08-11-2020,07:11:10,1.20E-04,77.125,28.775,North
09-11-2020,06:52:03,1.01E-04,77.125,28.775,North
10-11-2020,06:32:56,1.68E-04,77.125,28.775,North
10-11-2020,08:14:25,1.62E-04,77.125,28.775,North
11-11-2020,07:55:19,1.39E-04,77.125,28.775,North
12-11-2020,07:36:12,1.93E-04,77.125,28.775,North
13-11-2020,07:17:05,1.24E-04,77.125,28.775,North
14-11-2020,06:57:59,9.58E-05,77.125,28.775,North
15-11-2020,06:38:52,7.34E-05,77.125,28.775,North
16-11-2020,08:01:16,9.10E-05,77.125,28.775,North
17-11-2020,07:42:10,1.34E-04,77.125,28.775,North
18-11-2020,07:23:04,1.08E-04,77.125,28.775,North
19-11-2020,07:03:58,1.37E-04,77.125,28.775,North
20-11-2020,06:44:52,1.04E-04,77.125,28.775,North
21-11-2020,06:25:46,8.47E-05,77.125,28.775,North
21-11-2020,08:07:15,9.01E-05,77.125,28.775,North
22-11-2020,07:48:10,1.13E-04,77.125,28.775,North
23-11-2020,07:29:05,2.42E-04,77.125,28.775,North
26-11-2020,06:31:49,8.78E-05,77.125,28.775,North
26-11-2020,08:13:19,1.18E-04,77.125,28.775,North
27-11-2020,07:54:14,1.09E-04,77.125,28.775,North
28-11-2020,07:35:09,1.18E-04,77.125,28.775,North
29-11-2020,07:16:04,1.54E-04,77.125,28.775,North
30-11-2020,06:56:59,2.19E-04,77.125,28.775,North
01-12-2020,06:37:55,1.86E-04,77.125,28.775,North
02-12-2020,08:00:20,1.09E-04,77.125,28.775,North
03-12-2020,07:41:16,2.13E-04,77.125,28.775,North
04-12-2020,07:22:11,7.91E-04,77.125,28.775,North
05-12-2020,07:03:08,3.69E-04,77.125,28.775,North
06-12-2020,06:44:04,2.03E-04,77.125,28.775,North
07-12-2020,06:24:59,1.48E-04,77.125,28.775,North
07-12-2020,08:06:29,9.76E-05,77.125,28.775,North
08-12-2020,07:47:25,1.40E-04,77.125,28.775,North
09-12-2020,07:28:22,1.59E-04,77.125,28.775,North
10-12-2020,07:09:20,1.83E-04,77.125,28.775,North
12-12-2020,06:31:13,1.75E-04,77.125,28.775,North
12-12-2020,08:12:43,1.81E-04,77.125,28.775,North
13-12-2020,07:53:39,1.00E-04,77.125,28.775,North
14-12-2020,07:34:38,1.04E-04,77.125,28.775,North
15-12-2020,07:15:35,2.58E-04,77.125,28.775,North
16-12-2020,06:56:31,1.12E-04,77.125,28.775,North
17-12-2020,06:37:29,1.29E-04,77.125,28.775,North
18-12-2020,07:59:58,1.02E-04,77.125,28.775,North
19-12-2020,07:40:55,1.09E-04,77.125,28.775,North
20-12-2020,07:21:54,1.07E-04,77.125,28.775,North
21-12-2020,07:02:52,1.67E-04,77.125,28.775,North
22-12-2020,06:43:49,3.59E-04,77.125,28.775,North
23-12-2020,06:24:48,2.57E-04,77.125,28.775,North
23-12-2020,08:06:17,1.78E-04,77.125,28.775,North
24-12-2020,07:47:17,1.22E-04,77.125,28.775,North
25-12-2020,07:28:15,1.16E-04,77.125,28.775,North
26-12-2020,07:09:13,1.56E-04,77.125,28.775,North
27-12-2020,06:50:13,4.16E-04,77.125,28.775,North
28-12-2020,06:31:12,1.13E-04,77.125,28.775,North
28-12-2020,08:12:42,1.31E-04,77.125,28.775,North
29-12-2020,07:53:41,1.10E-04,77.125,28.775,North
30-12-2020,07:34:41,1.46E-04,77.125,28.775,North
02-01-2020,07:41:20,2.36E-04,77.2578,28.7247,North-East
03-01-2020,07:22:20,2.63E-04,77.2578,28.7247,North-East
04-01-2020,07:03:21,3.02E-04,77.2578,28.7247,North-East
05-01-2020,06:44:20,1.31E-04,77.2578,28.7247,North-East
08-01-2020,07:28:51,2.53E-04,77.2578,28.7247,North-East
09-01-2020,07:09:53,1.08E-04,77.2578,28.7247,North-East
10-01-2020,06:50:53,1.95E-04,77.2578,28.7247,North-East
11-01-2020,06:31:54,1.57E-04,77.2578,28.7247,North-East
11-01-2020,08:13:24,1.73E-04,77.2578,28.7247,North-East
12-01-2020,07:54:25,1.83E-04,77.2578,28.7247,North-East
13-01-2020,07:35:26,1.86E-04,77.2578,28.7247,North-East
14-01-2020,07:16:27,1.47E-04,77.2578,28.7247,North-East
15-01-2020,06:57:29,1.12E-04,77.2578,28.7247,North-East
16-01-2020,06:38:30,1.24E-04,77.2578,28.7247,North-East
17-01-2020,08:01:02,6.78E-05,77.2578,28.7247,North-East
18-01-2020,07:42:04,1.57E-04,77.2578,28.7247,North-East
19-01-2020,07:23:06,1.47E-04,77.2578,28.7247,North-East
20-01-2020,07:04:07,3.61E-04,77.2578,28.7247,North-East
21-01-2020,06:45:10,6.05E-04,77.2578,28.7247,North-East
22-01-2020,06:26:12,9.96E-05,77.2578,28.7247,North-East
22-01-2020,08:07:42,1.43E-04,77.2578,28.7247,North-East
23-01-2020,07:48:44,1.06E-04,77.2578,28.7247,North-East
24-01-2020,07:29:47,1.52E-04,77.2578,28.7247,North-East
25-01-2020,07:10:49,3.24E-04,77.2578,28.7247,North-East
26-01-2020,06:51:52,1.48E-04,77.2578,28.7247,North-East
27-01-2020,08:14:25,4.78E-04,77.2578,28.7247,North-East
28-01-2020,07:55:27,1.51E-04,77.2578,28.7247,North-East
29-01-2020,07:36:30,8.56E-05,77.2578,28.7247,North-East
30-01-2020,07:17:33,1.30E-04,77.2578,28.7247,North-East
31-01-2020,06:58:37,1.67E-04,77.2578,28.7247,North-East
01-02-2020,06:39:39,2.13E-04,77.2578,28.7247,North-East
02-02-2020,08:02:13,9.48E-05,77.2578,28.7247,North-East
03-02-2020,07:43:15,2.04E-04,77.2578,28.7247,North-East
04-02-2020,07:24:20,3.54E-04,77.2578,28.7247,North-East
05-02-2020,07:05:23,1.56E-04,77.2578,28.7247,North-East
06-02-2020,06:46:27,1.94E-04,77.2578,28.7247,North-East
07-02-2020,06:27:29,1.38E-04,77.2578,28.7247,North-East
07-02-2020,08:09:00,1.18E-04,77.2578,28.7247,North-East
08-02-2020,07:50:04,1.16E-04,77.2578,28.7247,North-East
09-02-2020,07:31:07,1.17E-04,77.2578,28.7247,North-East
10-02-2020,07:12:12,1.27E-04,77.2578,28.7247,North-East
11-02-2020,06:53:15,1.70E-04,77.2578,28.7247,North-East
12-02-2020,06:34:20,1.11E-04,77.2578,28.7247,North-East
12-02-2020,08:15:50,1.07E-04,77.2578,28.7247,North-East
13-02-2020,07:56:54,1.43E-04,77.2578,28.7247,North-East
14-02-2020,07:37:58,1.27E-04,77.2578,28.7247,North-East
15-02-2020,07:19:03,1.71E-04,77.2578,28.7247,North-East
16-02-2020,07:00:06,1.15E-04,77.2578,28.7247,North-East
17-02-2020,06:41:11,1.09E-04,77.2578,28.7247,North-East
18-02-2020,08:03:45,1.16E-04,77.2578,28.7247,North-East
20-02-2020,07:25:55,1.30E-04,77.2578,28.7247,North-East
21-02-2020,07:06:59,8.78E-05,77.2578,28.7247,North-East
22-02-2020,06:48:04,9.09E-05,77.2578,28.7247,North-East
23-02-2020,06:29:08,9.18E-05,77.2578,28.7247,North-East
23-02-2020,08:10:39,8.78E-05,77.2578,28.7247,North-East
24-02-2020,07:51:44,1.03E-04,77.2578,28.7247,North-East
25-02-2020,07:32:48,1.18E-04,77.2578,28.7247,North-East
26-02-2020,07:13:53,2.01E-04,77.2578,28.7247,North-East
27-02-2020,06:54:58,2.17E-04,77.2578,28.7247,North-East
28-02-2020,06:36:02,1.96E-04,77.2578,28.7247,North-East
28-02-2020,08:17:33,1.61E-04,77.2578,28.7247,North-East
29-02-2020,07:58:38,2.12E-04,77.2578,28.7247,North-East
01-03-2020,07:39:43,2.13E-04,77.2578,28.7247,North-East
02-03-2020,07:20:48,3.18E-04,77.2578,28.7247,North-East
03-03-2020,07:01:53,1.41E-04,77.2578,28.7247,North-East
04-03-2020,06:42:58,1.53E-04,77.2578,28.7247,North-East
05-03-2020,08:05:33,1.42E-04,77.2578,28.7247,North-East
06-03-2020,07:46:38,1.29E-04,77.2578,28.7247,North-East
07-03-2020,07:27:44,1.62E-04,77.2578,28.7247,North-East
08-03-2020,07:08:48,1.32E-04,77.2578,28.7247,North-East
09-03-2020,06:49:53,7.97E-05,77.2578,28.7247,North-East
10-03-2020,06:30:59,8.03E-05,77.2578,28.7247,North-East
10-03-2020,08:12:28,1.07E-04,77.2578,28.7247,North-East
11-03-2020,07:53:34,1.20E-04,77.2578,28.7247,North-East
12-03-2020,07:34:39,1.59E-04,77.2578,28.7247,North-East
13-03-2020,07:15:44,4.38E-04,77.2578,28.7247,North-East
14-03-2020,06:56:50,1.70E-04,77.2578,28.7247,North-East
15-03-2020,06:37:55,1.22E-04,77.2578,28.7247,North-East
15-03-2020,08:19:26,1.28E-04,77.2578,28.7247,North-East
16-03-2020,08:00:30,1.51E-04,77.2578,28.7247,North-East
17-03-2020,07:41:35,1.23E-04,77.2578,28.7247,North-East
18-03-2020,07:22:41,1.21E-04,77.2578,28.7247,North-East
19-03-2020,07:03:45,2.19E-04,77.2578,28.7247,North-East
20-03-2020,06:44:51,1.30E-04,77.2578,28.7247,North-East
21-03-2020,08:07:27,9.55E-05,77.2578,28.7247,North-East
22-03-2020,07:48:32,1.01E-04,77.2578,28.7247,North-East
23-03-2020,07:29:37,1.03E-04,77.2578,28.7247,North-East
24-03-2020,07:10:42,9.91E-05,77.2578,28.7247,North-East
25-03-2020,06:51:48,8.35E-05,77.2578,28.7247,North-East
26-03-2020,06:32:53,8.02E-05,77.2578,28.7247,North-East
26-03-2020,08:14:23,6.87E-05,77.2578,28.7247,North-East
27-03-2020,07:55:28,8.51E-05,77.2578,28.7247,North-East
28-03-2020,07:36:34,6.47E-05,77.2578,28.7247,North-East
29-03-2020,07:17:38,7.26E-05,77.2578,28.7247,North-East
30-03-2020,06:58:43,7.81E-05,77.2578,28.7247,North-East
31-03-2020,06:39:49,9.00E-05,77.2578,28.7247,North-East
31-03-2020,08:21:19,6.74E-05,77.2578,28.7247,North-East
01-04-2020,08:02:23,9.80E-05,77.2578,28.7247,North-East
02-04-2020,07:43:29,7.12E-05,77.2578,28.7247,North-East
03-04-2020,07:24:34,7.81E-05,77.2578,28.7247,North-East
04-04-2020,07:05:39,7.53E-05,77.2578,28.7247,North-East
05-04-2020,06:46:43,7.13E-05,77.2578,28.7247,North-East
06-04-2020,08:09:19,9.12E-05,77.2578,28.7247,North-East
07-04-2020,07:50:24,8.23E-05,77.2578,28.7247,North-East
08-04-2020,07:31:28,8.67E-05,77.2578,28.7247,North-East
09-04-2020,07:12:33,7.25E-05,77.2578,28.7247,North-East
10-04-2020,06:53:38,6.66E-05,77.2578,28.7247,North-East
11-04-2020,06:34:42,7.41E-05,77.2578,28.7247,North-East
11-04-2020,08:16:13,8.93E-05,77.2578,28.7247,North-East
12-04-2020,07:57:17,8.68E-05,77.2578,28.7247,North-East
13-04-2020,07:38:22,8.56E-05,77.2578,28.7247,North-East
14-04-2020,07:19:26,9.72E-05,77.2578,28.7247,North-East
15-04-2020,07:00:30,1.06E-04,77.2578,28.7247,North-East
16-04-2020,06:41:35,1.04E-04,77.2578,28.7247,North-East
16-04-2020,08:23:06,9.66E-05,77.2578,28.7247,North-East
17-04-2020,08:04:10,1.02E-04,77.2578,28.7247,North-East
18-04-2020,07:45:14,8.90E-05,77.2578,28.7247,North-East
19-04-2020,07:26:18,1.05E-04,77.2578,28.7247,North-East
20-04-2020,07:07:22,8.85E-05,77.2578,28.7247,North-East
21-04-2020,06:48:26,8.76E-05,77.2578,28.7247,North-East
22-04-2020,08:11:00,9.77E-05,77.2578,28.7247,North-East
23-04-2020,07:52:03,8.42E-05,77.2578,28.7247,North-East
24-04-2020,07:33:08,1.21E-04,77.2578,28.7247,North-East
25-04-2020,07:14:11,1.39E-04,77.2578,28.7247,North-East
26-04-2020,06:55:15,9.99E-05,77.2578,28.7247,North-East
27-04-2020,06:36:19,9.09E-05,77.2578,28.7247,North-East
27-04-2020,08:17:49,9.87E-05,77.2578,28.7247,North-East
28-04-2020,07:58:53,9.99E-05,77.2578,28.7247,North-East
29-04-2020,07:39:56,9.61E-05,77.2578,28.7247,North-East
30-04-2020,07:20:59,1.20E-04,77.2578,28.7247,North-East
01-05-2020,07:02:03,1.28E-04,77.2578,28.7247,North-East
02-05-2020,06:43:06,9.98E-05,77.2578,28.7247,North-East
02-05-2020,08:24:35,9.58E-05,77.2578,28.7247,North-East
03-05-2020,08:05:39,1.12E-04,77.2578,28.7247,North-East
04-05-2020,07:46:42,9.27E-05,77.2578,28.7247,North-East
05-05-2020,07:27:44,1.20E-04,77.2578,28.7247,North-East
06-05-2020,07:08:48,9.78E-05,77.2578,28.7247,North-East
07-05-2020,06:49:50,9.51E-05,77.2578,28.7247,North-East
08-05-2020,08:12:23,1.15E-04,77.2578,28.7247,North-East
09-05-2020,07:53:25,1.10E-04,77.2578,28.7247,North-East
11-05-2020,07:15:29,1.18E-04,77.2578,28.7247,North-East
12-05-2020,06:56:33,1.13E-04,77.2578,28.7247,North-East
13-05-2020,06:37:34,1.04E-04,77.2578,28.7247,North-East
13-05-2020,08:19:05,3.57E-05,77.2578,28.7247,North-East
14-05-2020,08:00:06,1.24E-04,77.2578,28.7247,North-East
15-05-2020,07:41:08,1.38E-04,77.2578,28.7247,North-East
16-05-2020,07:22:10,1.43E-04,77.2578,28.7247,North-East
17-05-2020,07:03:11,1.28E-04,77.2578,28.7247,North-East
18-05-2020,06:44:13,1.26E-04,77.2578,28.7247,North-East
18-05-2020,08:25:44,1.19E-04,77.2578,28.7247,North-East
19-05-2020,08:06:45,1.44E-04,77.2578,28.7247,North-East
20-05-2020,07:47:46,1.39E-04,77.2578,28.7247,North-East
21-05-2020,07:28:47,1.28E-04,77.2578,28.7247,North-East
22-05-2020,07:09:48,1.78E-04,77.2578,28.7247,North-East
23-05-2020,06:50:49,9.71E-05,77.2578,28.7247,North-East
24-05-2020,08:13:20,1.17E-04,77.2578,28.7247,North-East
25-05-2020,07:54:21,1.16E-04,77.2578,28.7247,North-East
26-05-2020,07:35:21,1.47E-04,77.2578,28.7247,North-East
27-05-2020,07:16:22,1.50E-04,77.2578,28.7247,North-East
28-05-2020,06:57:23,1.51E-04,77.2578,28.7247,North-East
29-05-2020,06:38:23,8.67E-05,77.2578,28.7247,North-East
29-05-2020,08:19:53,1.14E-04,77.2578,28.7247,North-East
30-05-2020,08:00:54,1.24E-04,77.2578,28.7247,North-East
31-05-2020,07:41:53,1.16E-04,77.2578,28.7247,North-East
01-06-2020,07:22:52,1.14E-04,77.2578,28.7247,North-East
02-06-2020,07:03:52,1.91E-04,77.2578,28.7247,North-East
03-06-2020,06:44:52,1.01E-04,77.2578,28.7247,North-East
03-06-2020,08:26:22,1.09E-04,77.2578,28.7247,North-East
05-06-2020,07:48:21,1.30E-04,77.2578,28.7247,North-East
06-06-2020,07:29:21,1.40E-04,77.2578,28.7247,North-East
07-06-2020,07:10:20,1.13E-04,77.2578,28.7247,North-East
08-06-2020,06:51:18,9.87E-05,77.2578,28.7247,North-East
09-06-2020,08:13:48,1.00E-04,77.2578,28.7247,North-East
10-06-2020,07:54:47,1.23E-04,77.2578,28.7247,North-East
11-06-2020,07:35:46,1.26E-04,77.2578,28.7247,North-East
12-06-2020,07:16:44,1.38E-04,77.2578,28.7247,North-East
13-06-2020,06:57:43,1.23E-04,77.2578,28.7247,North-East
14-06-2020,06:38:41,1.31E-04,77.2578,28.7247,North-East
14-06-2020,08:20:11,1.25E-04,77.2578,28.7247,North-East
15-06-2020,08:01:09,1.27E-04,77.2578,28.7247,North-East
16-06-2020,07:42:07,1.61E-04,77.2578,28.7247,North-East
17-06-2020,07:23:05,1.64E-04,77.2578,28.7247,North-East
18-06-2020,07:04:03,1.48E-04,77.2578,28.7247,North-East
19-06-2020,06:45:01,1.03E-04,77.2578,28.7247,North-East
19-06-2020,08:26:30,1.21E-04,77.2578,28.7247,North-East
20-06-2020,08:07:29,1.30E-04,77.2578,28.7247,North-East
22-06-2020,07:29:23,1.20E-04,77.2578,28.7247,North-East
23-06-2020,07:10:21,1.03E-04,77.2578,28.7247,North-East
24-06-2020,06:51:17,9.88E-05,77.2578,28.7247,North-East
25-06-2020,08:13:45,9.41E-05,77.2578,28.7247,North-East
26-06-2020,07:54:41,1.01E-04,77.2578,28.7247,North-East
27-06-2020,07:35:38,1.01E-04,77.2578,28.7247,North-East
28-06-2020,07:16:35,1.10E-04,77.2578,28.7247,North-East
29-06-2020,06:57:32,1.25E-04,77.2578,28.7247,North-East
30-06-2020,06:38:29,9.11E-05,77.2578,28.7247,North-East
30-06-2020,08:19:58,1.27E-04,77.2578,28.7247,North-East
01-07-2020,08:00:55,1.12E-04,77.2578,28.7247,North-East
02-07-2020,07:41:51,1.47E-04,77.2578,28.7247,North-East
03-07-2020,07:22:48,1.50E-04,77.2578,28.7247,North-East
04-07-2020,07:03:43,1.15E-04,77.2578,28.7247,North-East
05-07-2020,06:44:40,1.24E-04,77.2578,28.7247,North-East
05-07-2020,08:26:09,1.18E-04,77.2578,28.7247,North-East
06-07-2020,08:07:05,1.21E-04,77.2578,28.7247,North-East
07-07-2020,07:48:01,1.01E-04,77.2578,28.7247,North-East
08-07-2020,07:28:56,1.00E-04,77.2578,28.7247,North-East
09-07-2020,07:09:52,1.18E-04,77.2578,28.7247,North-East
10-07-2020,06:50:47,9.32E-05,77.2578,28.7247,North-East
11-07-2020,08:13:13,9.04E-05,77.2578,28.7247,North-East
12-07-2020,07:54:08,9.03E-05,77.2578,28.7247,North-East
13-07-2020,07:35:04,1.15E-04,77.2578,28.7247,North-East
14-07-2020,07:15:58,1.15E-04,77.2578,28.7247,North-East
15-07-2020,06:56:54,1.55E-04,77.2578,28.7247,North-East
16-07-2020,06:37:48,8.92E-05,77.2578,28.7247,North-East
16-07-2020,08:19:18,7.78E-05,77.2578,28.7247,North-East
17-07-2020,08:00:13,1.09E-04,77.2578,28.7247,North-East
18-07-2020,07:41:07,1.50E-04,77.2578,28.7247,North-East
20-07-2020,07:02:56,8.42E-05,77.2578,28.7247,North-East
21-07-2020,06:43:51,5.89E-05,77.2578,28.7247,North-East
21-07-2020,08:25:21,5.48E-05,77.2578,28.7247,North-East
22-07-2020,08:06:15,8.28E-05,77.2578,28.7247,North-East
23-07-2020,07:47:10,1.06E-04,77.2578,28.7247,North-East
24-07-2020,07:28:04,1.08E-04,77.2578,28.7247,North-East
25-07-2020,07:08:58,1.06E-04,77.2578,28.7247,North-East
26-07-2020,06:49:51,9.32E-05,77.2578,28.7247,North-East
27-07-2020,08:12:15,8.76E-05,77.2578,28.7247,North-East
28-07-2020,07:53:09,1.41E-04,77.2578,28.7247,North-East
29-07-2020,07:34:03,1.66E-04,77.2578,28.7247,North-East
30-07-2020,07:14:57,8.76E-05,77.2578,28.7247,North-East
31-07-2020,06:55:50,8.84E-05,77.2578,28.7247,North-East
01-08-2020,06:36:44,9.99E-05,77.2578,28.7247,North-East
01-08-2020,08:18:14,9.57E-05,77.2578,28.7247,North-East
02-08-2020,07:59:07,7.87E-05,77.2578,28.7247,North-East
03-08-2020,07:40:00,1.51E-04,77.2578,28.7247,North-East
04-08-2020,07:20:54,9.34E-05,77.2578,28.7247,North-East
05-08-2020,07:01:47,8.70E-05,77.2578,28.7247,North-East
06-08-2020,06:42:39,9.26E-05,77.2578,28.7247,North-East
06-08-2020,08:24:10,8.32E-05,77.2578,28.7247,North-East
07-08-2020,08:05:03,1.02E-04,77.2578,28.7247,North-East
08-08-2020,07:45:56,1.00E-04,77.2578,28.7247,North-East
10-08-2020,07:07:41,8.36E-05,77.2578,28.7247,North-East
11-08-2020,06:48:35,9.42E-05,77.2578,28.7247,North-East
12-08-2020,08:10:57,7.54E-05,77.2578,28.7247,North-East
14-08-2020,07:32:42,9.66E-05,77.2578,28.7247,North-East
15-08-2020,07:13:34,9.69E-05,77.2578,28.7247,North-East
16-08-2020,06:54:27,8.67E-05,77.2578,28.7247,North-East
17-08-2020,06:35:19,9.14E-05,77.2578,28.7247,North-East
18-08-2020,07:57:42,1.47E-04,77.2578,28.7247,North-East
20-08-2020,07:19:26,1.57E-04,77.2578,28.7247,North-East
21-08-2020,07:00:18,1.02E-04,77.2578,28.7247,North-East
22-08-2020,06:41:11,8.90E-05,77.2578,28.7247,North-East
22-08-2020,08:22:40,8.14E-05,77.2578,28.7247,North-East
23-08-2020,08:03:32,7.21E-05,77.2578,28.7247,North-East
24-08-2020,07:44:24,7.13E-05,77.2578,28.7247,North-East
25-08-2020,07:25:16,8.79E-05,77.2578,28.7247,North-East
26-08-2020,07:06:08,9.54E-05,77.2578,28.7247,North-East
27-08-2020,06:47:01,9.75E-05,77.2578,28.7247,North-East
29-08-2020,07:50:15,9.44E-05,77.2578,28.7247,North-East
30-08-2020,07:31:08,7.98E-05,77.2578,28.7247,North-East
31-08-2020,07:12:00,9.04E-05,77.2578,28.7247,North-East
01-09-2020,06:52:53,1.20E-04,77.2578,28.7247,North-East
02-09-2020,06:33:45,1.31E-04,77.2578,28.7247,North-East
02-09-2020,08:15:15,1.40E-04,77.2578,28.7247,North-East
03-09-2020,07:56:07,7.64E-05,77.2578,28.7247,North-East
04-09-2020,07:36:59,9.77E-05,77.2578,28.7247,North-East
05-09-2020,07:17:52,1.84E-04,77.2578,28.7247,North-East
06-09-2020,06:58:44,9.10E-05,77.2578,28.7247,North-East
07-09-2020,06:39:36,1.47E-04,77.2578,28.7247,North-East
07-09-2020,08:21:05,1.22E-04,77.2578,28.7247,North-East
08-09-2020,08:01:58,8.43E-05,77.2578,28.7247,North-East
09-09-2020,07:42:50,9.19E-05,77.2578,28.7247,North-East
10-09-2020,07:23:42,9.45E-05,77.2578,28.7247,North-East
11-09-2020,07:04:34,1.22E-04,77.2578,28.7247,North-East
12-09-2020,06:45:26,9.59E-05,77.2578,28.7247,North-East
13-09-2020,08:07:48,1.10E-04,77.2578,28.7247,North-East
14-09-2020,07:48:39,8.68E-05,77.2578,28.7247,North-East
15-09-2020,07:29:32,1.07E-04,77.2578,28.7247,North-East
16-09-2020,07:10:24,1.07E-04,77.2578,28.7247,North-East
17-09-2020,06:51:15,8.35E-05,77.2578,28.7247,North-East
18-09-2020,06:32:08,9.31E-05,77.2578,28.7247,North-East
18-09-2020,08:13:37,9.22E-05,77.2578,28.7247,North-East
19-09-2020,07:54:29,9.45E-05,77.2578,28.7247,North-East
20-09-2020,07:35:20,1.08E-04,77.2578,28.7247,North-East
21-09-2020,07:16:11,1.12E-04,77.2578,28.7247,North-East
22-09-2020,06:57:04,1.58E-04,77.2578,28.7247,North-East
23-09-2020,06:37:56,9.32E-05,77.2578,28.7247,North-East
23-09-2020,08:19:25,8.46E-05,77.2578,28.7247,North-East
24-09-2020,08:00:16,1.15E-04,77.2578,28.7247,North-East
25-09-2020,07:41:08,1.24E-04,77.2578,28.7247,North-East
26-09-2020,07:22:00,9.79E-05,77.2578,28.7247,North-East
27-09-2020,07:02:52,9.49E-05,77.2578,28.7247,North-East
28-09-2020,06:43:43,8.94E-05,77.2578,28.7247,North-East
29-09-2020,08:06:04,8.42E-05,77.2578,28.7247,North-East
30-09-2020,07:46:56,1.04E-04,77.2578,28.7247,North-East
01-10-2020,07:27:47,9.62E-05,77.2578,28.7247,North-East
02-10-2020,07:08:39,1.17E-04,77.2578,28.7247,North-East
03-10-2020,06:49:30,1.16E-04,77.2578,28.7247,North-East
04-10-2020,06:30:22,8.44E-05,77.2578,28.7247,North-East
04-10-2020,08:11:52,1.20E-04,77.2578,28.7247,North-East
05-10-2020,07:52:43,9.86E-05,77.2578,28.7247,North-East
06-10-2020,07:33:34,1.07E-04,77.2578,28.7247,North-East
07-10-2020,07:14:26,1.39E-04,77.2578,28.7247,North-East
08-10-2020,06:55:17,1.16E-04,77.2578,28.7247,North-East
09-10-2020,06:36:09,1.31E-04,77.2578,28.7247,North-East
09-10-2020,08:17:39,1.15E-04,77.2578,28.7247,North-East
10-10-2020,07:58:29,1.09E-04,77.2578,28.7247,North-East
11-10-2020,07:39:21,1.56E-04,77.2578,28.7247,North-East
12-10-2020,07:20:14,1.16E-04,77.2578,28.7247,North-East
13-10-2020,07:01:06,2.91E-04,77.2578,28.7247,North-East
14-10-2020,06:41:58,1.50E-04,77.2578,28.7247,North-East
15-10-2020,08:04:19,1.53E-04,77.2578,28.7247,North-East
16-10-2020,07:45:11,1.28E-04,77.2578,28.7247,North-East
17-10-2020,07:26:02,1.22E-04,77.2578,28.7247,North-East
18-10-2020,07:06:53,1.23E-04,77.2578,28.7247,North-East
19-10-2020,06:47:46,1.18E-04,77.2578,28.7247,North-East
20-10-2020,06:28:38,1.10E-04,77.2578,28.7247,North-East
20-10-2020,08:10:07,1.32E-04,77.2578,28.7247,North-East
21-10-2020,07:50:59,9.89E-05,77.2578,28.7247,North-East
22-10-2020,07:31:50,2.08E-04,77.2578,28.7247,North-East
23-10-2020,07:12:42,1.05E-04,77.2578,28.7247,North-East
24-10-2020,06:53:34,1.37E-04,77.2578,28.7247,North-East
25-10-2020,06:34:26,1.48E-04,77.2578,28.7247,North-East
25-10-2020,08:15:57,1.10E-04,77.2578,28.7247,North-East
