date,no2Value,longitude,latitude,regionName,day,month,year,weekday
2019-08-11,0.0947840717891194,77.30505,28.64684584,Delhi,11,8,2019,6
2019-08-12,0.0911946158160403,77.30505,28.64684584,Delhi,12,8,2019,0
2019-08-13,0.1205832865956253,77.30505,28.64684584,Delhi,13,8,2019,1
2019-08-14,0.1205832865956253,77.30505,28.64684584,Delhi,14,8,2019,2
2019-08-15,0.0881099270891755,77.30505,28.64684584,Delhi,15,8,2019,3
2019-08-16,0.072013460459899,77.30505,28.64684584,Delhi,16,8,2019,4
2019-08-17,0.0972518227706113,77.30505,28.64684584,Delhi,17,8,2019,5
2019-08-18,0.1000560852495793,77.30505,28.64684584,Delhi,18,8,2019,6
2019-08-19,0.1250701065619742,77.30505,28.64684584,Delhi,19,8,2019,0
2019-08-20,0.1071789119461581,77.30505,28.64684584,Delhi,20,8,2019,1
2019-08-21,0.0944475602916432,77.30505,28.64684584,Delhi,21,8,2019,2
2019-08-22,0.1553561413348289,77.30505,28.64684584,Delhi,22,8,2019,3
2019-08-23,0.1396522714526079,77.30505,28.64684584,Delhi,23,8,2019,4
2019-08-24,0.2249018508132361,77.30505,28.64684584,Delhi,24,8,2019,5
2019-08-25,0.1172181716208637,77.30505,28.64684584,Delhi,25,8,2019,6
2019-08-26,0.1030286034772854,77.30505,28.64684584,Delhi,26,8,2019,0
2019-08-27,0.1127313516545148,77.30505,28.64684584,Delhi,27,8,2019,1
2019-08-28,0.1104879416713404,77.30505,28.64684584,Delhi,28,8,2019,2
2019-08-29,0.1217049915872125,77.30505,28.64684584,Delhi,29,8,2019,3
2019-08-30,0.1205832865956253,77.30505,28.64684584,Delhi,30,8,2019,4
2019-08-31,0.1430173864273695,77.30505,28.64684584,Delhi,31,8,2019,5
2019-09-01,0.145260796410544,77.30505,28.64684584,Delhi,1,9,2019,6
2019-09-02,0.1351654514862591,77.30505,28.64684584,Delhi,2,9,2019,0
2019-09-03,0.2338754907459338,77.30505,28.64684584,Delhi,3,9,2019,1
2019-09-04,0.160964666292765,77.30505,28.64684584,Delhi,4,9,2019,2
2019-09-05,0.1233875490745933,77.30505,28.64684584,Delhi,5,9,2019,3
2019-09-06,0.108244531688166,77.30505,28.64684584,Delhi,6,9,2019,4
2019-09-07,0.182277061132922,77.30505,28.64684584,Delhi,7,9,2019,5
2019-09-08,0.1093662366797532,77.30505,28.64684584,Delhi,8,9,2019,6
2019-09-09,0.15086932136848,77.30505,28.64684584,Delhi,9,9,2019,0
2019-09-10,0.1362871564778463,77.30505,28.64684584,Delhi,10,9,2019,1
2019-09-11,0.1463825014021312,77.30505,28.64684584,Delhi,11,9,2019,2
2019-09-12,0.2080762759394279,77.30505,28.64684584,Delhi,12,9,2019,3
2019-09-13,0.108244531688166,77.30505,28.64684584,Delhi,13,9,2019,4
2019-09-14,0.1048794167134043,77.30505,28.64684584,Delhi,14,9,2019,5
2019-09-15,0.1284352215367358,77.30505,28.64684584,Delhi,15,9,2019,6
2019-09-16,0.1357263039820527,77.30505,28.64684584,Delhi,16,9,2019,0
2019-09-17,0.1374088614694335,77.30505,28.64684584,Delhi,17,9,2019,1
2019-09-18,0.1374088614694335,77.30505,28.64684584,Delhi,18,9,2019,2
2019-09-19,0.0982613572630398,77.30505,28.64684584,Delhi,19,9,2019,3
2019-09-20,0.0994952327537857,77.30505,28.64684584,Delhi,20,9,2019,4
2019-09-21,0.1424565339314638,77.30505,28.64684584,Delhi,21,9,2019,5
2019-09-22,0.0861469433538979,77.30505,28.64684584,Delhi,22,9,2019,6
2019-09-23,0.1284352215367358,77.30505,28.64684584,Delhi,23,9,2019,0
2019-09-24,0.1183398766124509,77.30505,28.64684584,Delhi,24,9,2019,1
2019-09-25,0.1205832865956253,77.30505,28.64684584,Delhi,25,9,2019,2
2019-09-26,0.0806505888951205,77.30505,28.64684584,Delhi,26,9,2019,3
2019-09-27,0.100785193494111,77.30505,28.64684584,Delhi,27,9,2019,4
2019-09-28,0.0935501962983735,77.30505,28.64684584,Delhi,28,9,2019,5
2019-09-29,0.1306786315199102,77.30505,28.64684584,Delhi,29,9,2019,6
2019-09-30,0.166573191250701,77.30505,28.64684584,Delhi,30,9,2019,0
